Applicant_ID,Age,Gender,Education,Marital_Status,Employment_Type,Annual_Income,Credit_Score,Loan_Amount_Requested,Loan_Term_Months,Dependents,Property_Area,Approval_Status
LAPP_0278,45,Male,Postgraduate,Divorced,Self-Employed,149028,801,488885,24,3,Urban,Rejected
LAPP_0279,55,Male,Postgraduate,Divorced,Salaried,132312,711,405112,36,1,Rural,Rejected
LAPP_0280,45,Female,Postgraduate,Married,Salaried,128383,655,98805,24,2,Semi-Urban,Rejected
LAPP_0281,49,Male,Graduate,Married,Salaried,94849,628,311829,24,1,Rural,Rejected
LAPP_0282,38,Female,Postgraduate,Married,Business Owner,204022,730,500000,36,0,Urban,Rejected
LAPP_0283,38,Male,Graduate,Single,Salaried,50713,628,35907,36,1,Semi-Urban,Approved
LAPP_0284,22,Female,Undergraduate,Single,Salaried,71261,575,135812,36,1,Semi-Urban,Rejected
LAPP_0285,55,Male,Undergraduate,Divorced,Salaried,42154,608,166897,84,3,Urban,Rejected
LAPP_0286,36,Male,Graduate,Single,Business Owner,121891,618,316591,36,1,Urban,Rejected
LAPP_0287,61,Female,Postgraduate,Married,Salaried,132678,695,304830,36,2,Urban,Rejected
LAPP_0288,56,Male,High School,Married,Salaried,40559,568,45469,60,1,Rural,Rejected
LAPP_0289,53,Male,Graduate,Single,Salaried,87236,559,216275,36,1,Semi-Urban,Rejected
LAPP_0290,24,Female,Postgraduate,Married,Unemployed,32635,692,66466,24,1,Semi-Urban,Rejected
LAPP_0291,53,Female,Graduate,Single,Business Owner,145861,682,137991,36,0,Urban,Approved
LAPP_0292,34,Male,Undergraduate,Married,Self-Employed,61796,735,131326,60,0,Urban,Approved
LAPP_0293,41,Female,Undergraduate,Married,Salaried,50156,478,53937,60,2,Semi-Urban,Rejected
LAPP_0294,40,Female,Undergraduate,Married,Salaried,31567,499,96510,84,3,Rural,Rejected
LAPP_0295,28,Female,High School,Single,Business Owner,38993,628,152375,36,0,Semi-Urban,Rejected
LAPP_0296,27,Male,Postgraduate,Married,Salaried,69256,611,148451,60,3,Semi-Urban,Approved
LAPP_0297,23,Female,Postgraduate,Single,Salaried,66527,529,180506,12,0,Semi-Urban,Rejected
LAPP_0298,37,Male,Graduate,Married,Salaried,70350,703,141291,36,1,Rural,Approved
LAPP_0299,53,Female,High School,Single,Business Owner,57219,567,56337,84,0,Semi-Urban,Approved
LAPP_0300,32,Male,Graduate,Single,Salaried,58624,696,228454,24,0,Rural,Rejected
LAPP_0301,42,Male,Postgraduate,Married,Salaried,99204,643,94593,24,0,Urban,Rejected
LAPP_0302,42,Female,Graduate,Single,Business Owner,121381,587,108113,36,0,Semi-Urban,Approved
LAPP_0303,50,Male,Graduate,Married,Salaried,103385,609,217843,60,0,Semi-Urban,Approved
LAPP_0304,58,Female,Undergraduate,Married,Salaried,58905,729,165293,12,0,Semi-Urban,Rejected
LAPP_0305,58,Female,Graduate,Married,Unemployed,16611,584,28940,36,0,Semi-Urban,Rejected
LAPP_0306,28,Female,Graduate,Single,Unemployed,15028,649,17640,24,0,Urban,Approved
LAPP_0307,47,Male,Graduate,Divorced,Business Owner,156063,788,500000,36,0,Urban,Rejected
LAPP_0308,47,Female,Graduate,Single,Self-Employed,91198,640,161499,84,1,Rural,Approved
LAPP_0309,54,Male,Graduate,Single,Salaried,104185,644,122951,24,2,Urban,Rejected
LAPP_0310,41,Male,Graduate,Single,Business Owner,154566,655,274786,12,0,Rural,Rejected
LAPP_0311,50,Female,Graduate,Married,Salaried,59008,651,73815,36,0,Semi-Urban,Approved
LAPP_0312,53,Male,Graduate,Divorced,Business Owner,82506,750,191254,36,2,Semi-Urban,Approved
LAPP_0313,48,Male,Undergraduate,Married,Business Owner,103842,569,294808,24,0,Rural,Rejected
LAPP_0314,53,Female,Graduate,Divorced,Self-Employed,110792,678,365441,36,2,Semi-Urban,Rejected
LAPP_0315,25,Male,High School,Single,Business Owner,45584,611,59098,84,0,Semi-Urban,Approved
LAPP_0316,39,Male,Postgraduate,Single,Self-Employed,145901,550,158206,36,0,Urban,Approved
LAPP_0317,24,Female,Graduate,Single,Salaried,114817,581,65286,36,0,Rural,Approved
LAPP_0318,55,Male,Postgraduate,Married,Self-Employed,106490,614,138256,36,0,Semi-Urban,Approved
LAPP_0319,37,Female,Postgraduate,Single,Salaried,75920,681,44312,36,2,Semi-Urban,Approved
LAPP_0320,64,Female,High School,Married,Salaried,35612,687,60866,12,0,Semi-Urban,Rejected
LAPP_0321,48,Female,Undergraduate,Single,Salaried,79784,507,80575,36,3,Urban,Approved
LAPP_0322,50,Female,Graduate,Single,Salaried,107858,703,272841,84,0,Rural,Approved
LAPP_0323,49,Male,Undergraduate,Single,Business Owner,108628,694,200206,24,3,Urban,Rejected
LAPP_0324,26,Male,Undergraduate,Single,Unemployed,14979,619,12395,36,0,Urban,Approved
LAPP_0325,55,Female,Undergraduate,Married,Salaried,67054,646,127371,12,0,Urban,Rejected
LAPP_0326,61,Female,Graduate,Married,Salaried,64430,704,79424,36,1,Urban,Approved
LAPP_0327,57,Male,Postgraduate,Single,Salaried,117595,753,338746,36,0,Semi-Urban,Rejected
LAPP_0328,44,Male,High School,Married,Unemployed,8964,473,15915,36,2,Urban,Rejected
LAPP_0329,49,Male,Graduate,Married,Salaried,80657,636,81834,36,1,Urban,Approved
LAPP_0330,51,Male,Graduate,Single,Self-Employed,54633,607,94165,24,1,Urban,Rejected
LAPP_0331,55,Female,Graduate,Single,Business Owner,135280,641,173878,60,0,Semi-Urban,Approved
LAPP_0332,53,Male,Postgraduate,Single,Salaried,110916,631,364384,36,1,Semi-Urban,Rejected
LAPP_0333,41,Female,Undergraduate,Married,Business Owner,63884,636,251817,24,1,Semi-Urban,Rejected
LAPP_0334,52,Female,Undergraduate,Single,Business Owner,59866,538,35274,84,2,Semi-Urban,Approved
LAPP_0335,43,Male,Graduate,Married,Business Owner,110043,702,320783,12,0,Semi-Urban,Approved
LAPP_0336,53,Female,Undergraduate,Single,Salaried,54548,600,77668,60,3,Urban,Approved
LAPP_0337,23,Male,Graduate,Married,Salaried,78863,680,57761,36,3,Rural,Approved
LAPP_0338,38,Female,Undergraduate,Single,Business Owner,103737,604,57079,36,2,Urban,Approved
LAPP_0339,45,Female,Postgraduate,Married,Salaried,92743,597,332347,24,1,Urban,Rejected
LAPP_0340,62,Female,High School,Married,Self-Employed,23813,545,41378,36,1,Semi-Urban,Rejected
LAPP_0341,51,Female,High School,Single,Salaried,22334,559,88909,12,0,Semi-Urban,Rejected
LAPP_0342,23,Male,High School,Single,Salaried,26370,527,54014,60,3,Rural,Rejected
LAPP_0343,60,Male,Graduate,Married,Salaried,50330,659,58211,60,3,Urban,Approved
LAPP_0344,44,Female,Undergraduate,Single,Salaried,33128,678,106672,36,0,Semi-Urban,Rejected
LAPP_0345,52,Male,Undergraduate,Married,Salaried,61454,657,230005,60,0,Semi-Urban,Rejected
LAPP_0346,42,Male,High School,Divorced,Salaried,34526,599,115823,84,2,Urban,Rejected
LAPP_0347,43,Male,Graduate,Single,Salaried,83365,672,259114,36,0,Urban,Rejected
LAPP_0348,22,Female,Graduate,Married,Self-Employed,100003,629,167149,36,0,Semi-Urban,Approved
LAPP_0349,47,Male,Graduate,Single,Self-Employed,48299,620,35051,12,3,Urban,Rejected
LAPP_0350,62,Female,Undergraduate,Married,Salaried,77830,626,93749,60,2,Urban,Approved
LAPP_0351,22,Female,Graduate,Married,Salaried,52297,658,107932,60,3,Urban,Approved
LAPP_0352,46,Male,Graduate,Divorced,Salaried,93692,467,360404,12,0,Urban,Rejected
LAPP_0353,37,Male,Graduate,Single,Salaried,55037,464,166761,36,0,Urban,Rejected
LAPP_0354,60,Male,Graduate,Married,Salaried,108413,739,368494,84,1,Urban,Rejected
LAPP_0355,53,Female,Postgraduate,Married,Salaried,107251,647,157715,24,1,Urban,Rejected
LAPP_0356,29,Male,Graduate,Married,Salaried,51383,670,148670,36,0,Rural,Rejected
LAPP_0357,63,Male,Undergraduate,Divorced,Self-Employed,62027,596,218244,36,2,Urban,Rejected
LAPP_0358,59,Male,Undergraduate,Married,Salaried,31950,733,69585,36,3,Semi-Urban,Rejected
LAPP_0359,49,Female,Postgraduate,Married,Business Owner,173889,692,348581,12,0,Rural,Rejected
LAPP_0360,62,Male,Graduate,Married,Salaried,60702,668,183193,24,0,Rural,Rejected
LAPP_0361,46,Female,High School,Married,Unemployed,2558,554,6291,24,0,Urban,Rejected
LAPP_0362,55,Female,Undergraduate,Married,Salaried,65837,572,261774,60,1,Urban,Rejected
LAPP_0363,45,Male,High School,Married,Salaried,26373,479,52425,36,0,Semi-Urban,Rejected
LAPP_0364,44,Female,High School,Married,Salaried,33218,659,37064,36,1,Rural,Approved
LAPP_0365,33,Male,Graduate,Married,Salaried,113906,677,245099,36,1,Urban,Approved
LAPP_0366,27,Female,Graduate,Divorced,Salaried,66911,620,88537,24,2,Semi-Urban,Approved
LAPP_0367,56,Female,Graduate,Married,Salaried,116302,590,286613,84,0,Rural,Rejected
LAPP_0368,40,Female,Undergraduate,Single,Self-Employed,62820,720,59068,60,1,Semi-Urban,Approved
LAPP_0369,21,Male,Graduate,Single,Salaried,62809,614,240239,36,2,Semi-Urban,Rejected
LAPP_0370,28,Male,Graduate,Single,Self-Employed,76729,671,269271,36,1,Semi-Urban,Rejected
LAPP_0371,36,Male,Undergraduate,Single,Salaried,68152,621,71183,36,3,Urban,Approved
LAPP_0372,34,Male,Graduate,Married,Business Owner,83788,554,92449,36,1,Semi-Urban,Rejected
LAPP_0373,32,Male,Graduate,Married,Salaried,57555,681,132004,12,3,Semi-Urban,Rejected
LAPP_0374,43,Male,Graduate,Married,Salaried,102077,682,327165,36,0,Semi-Urban,Rejected
LAPP_0375,35,Male,Graduate,Married,Salaried,91858,624,116363,84,1,Rural,Approved
LAPP_0376,48,Male,Graduate,Single,Salaried,86242,673,61525,24,1,Semi-Urban,Approved
LAPP_0377,54,Female,Undergraduate,Single,Salaried,39797,674,95885,36,3,Urban,Rejected
LAPP_0378,22,Male,Undergraduate,Single,Salaried,72968,660,213109,12,0,Semi-Urban,Rejected
LAPP_0379,52,Male,Postgraduate,Married,Self-Employed,149329,569,202382,24,0,Semi-Urban,Rejected
LAPP_0380,43,Male,Undergraduate,Divorced,Business Owner,58564,517,180915,36,1,Semi-Urban,Rejected
LAPP_0381,42,Male,Undergraduate,Married,Salaried,75293,683,288165,24,0,Semi-Urban,Rejected
LAPP_0382,45,Female,Graduate,Married,Unemployed,18549,547,18173,84,1,Semi-Urban,Approved
LAPP_0383,42,Male,Postgraduate,Married,Business Owner,173430,623,396912,36,3,Semi-Urban,Rejected
LAPP_0384,42,Female,Postgraduate,Single,Business Owner,182514,729,127567,24,3,Semi-Urban,Approved
LAPP_0385,62,Female,Postgraduate,Married,Salaried,119873,600,146642,36,0,Rural,Approved
LAPP_0386,26,Female,Undergraduate,Divorced,Salaried,80294,589,65388,60,0,Urban,Rejected
LAPP_0387,35,Female,Graduate,Divorced,Salaried,60793,675,116359,12,1,Urban,Rejected
LAPP_0388,63,Female,Graduate,Single,Self-Employed,88248,550,297652,36,1,Semi-Urban,Rejected
LAPP_0389,57,Female,Graduate,Married,Salaried,101281,564,255223,60,1,Rural,Rejected
LAPP_0390,53,Female,High School,Single,Salaried,26822,494,34306,24,2,Urban,Rejected
LAPP_0391,28,Female,Undergraduate,Single,Salaried,50294,543,32207,84,1,Urban,Approved
LAPP_0392,64,Female,Undergraduate,Married,Salaried,75451,654,183866,24,0,Rural,Rejected
LAPP_0393,64,Male,Graduate,Married,Self-Employed,74399,604,71779,24,2,Rural,Rejected
LAPP_0394,25,Female,Postgraduate,Married,Salaried,117912,752,200399,36,0,Rural,Approved
LAPP_0395,59,Male,Graduate,Married,Self-Employed,109080,698,249321,24,0,Urban,Rejected
LAPP_0396,24,Male,Graduate,Single,Self-Employed,60502,606,221622,36,2,Rural,Rejected
LAPP_0397,26,Male,Graduate,Divorced,Salaried,115704,735,90987,36,1,Semi-Urban,Approved
LAPP_0398,52,Male,Undergraduate,Married,Salaried,66246,540,188147,24,1,Semi-Urban,Rejected
LAPP_0399,50,Male,Undergraduate,Single,Self-Employed,56058,685,30791,84,0,Urban,Approved
LAPP_0400,55,Male,Postgraduate,Divorced,Salaried,99791,641,269902,36,0,Semi-Urban,Rejected
LAPP_0401,60,Female,Graduate,Married,Salaried,113737,639,276422,36,0,Urban,Rejected
LAPP_0402,36,Male,Undergraduate,Single,Salaried,41683,646,139285,36,1,Urban,Rejected
LAPP_0403,33,Female,Undergraduate,Single,Salaried,46928,577,110788,24,0,Semi-Urban,Rejected
LAPP_0404,62,Male,Graduate,Single,Salaried,67507,654,117067,60,1,Urban,Approved
LAPP_0405,50,Male,Postgraduate,Married,Salaried,86522,638,116772,60,2,Urban,Approved
LAPP_0406,39,Female,Postgraduate,Single,Salaried,103308,669,82478,24,1,Semi-Urban,Rejected
LAPP_0407,37,Female,Undergraduate,Married,Salaried,80464,595,190791,36,2,Semi-Urban,Rejected
LAPP_0408,39,Male,Postgraduate,Single,Business Owner,138238,736,498918,36,2,Urban,Rejected
LAPP_0409,48,Female,Undergraduate,Married,Salaried,52432,476,120677,36,2,Semi-Urban,Rejected
LAPP_0410,46,Female,Graduate,Single,Business Owner,79449,681,245247,60,1,Semi-Urban,Approved
LAPP_0411,57,Male,Undergraduate,Married,Salaried,72097,508,111355,12,0,Semi-Urban,Rejected
LAPP_0412,46,Male,Graduate,Married,Self-Employed,108405,604,224231,24,1,Semi-Urban,Rejected
LAPP_0413,43,Female,Graduate,Single,Salaried,106789,690,174718,12,2,Semi-Urban,Rejected
LAPP_0414,29,Female,Graduate,Married,Self-Employed,72316,479,63813,36,0,Urban,Rejected
LAPP_0415,32,Male,Undergraduate,Single,Salaried,54368,621,106531,24,2,Urban,Rejected
LAPP_0416,21,Female,Undergraduate,Divorced,Self-Employed,32113,491,101958,60,1,Semi-Urban,Rejected
LAPP_0417,21,Male,Graduate,Single,Salaried,74056,547,139403,60,0,Rural,Approved
LAPP_0418,54,Male,Undergraduate,Married,Salaried,54291,555,150691,12,1,Urban,Rejected
LAPP_0419,52,Male,High School,Single,Salaried,42441,523,133907,60,0,Semi-Urban,Rejected
LAPP_0420,45,Female,Graduate,Single,Business Owner,159635,568,260137,36,0,Rural,Rejected
LAPP_0421,60,Female,Graduate,Single,Self-Employed,108785,812,358044,24,2,Rural,Rejected
LAPP_0422,21,Female,Postgraduate,Married,Salaried,60266,593,101622,12,1,Urban,Rejected
LAPP_0423,36,Male,Graduate,Married,Self-Employed,91364,550,127578,24,1,Semi-Urban,Rejected
LAPP_0424,59,Male,Undergraduate,Single,Self-Employed,34877,578,44592,24,0,Urban,Rejected
LAPP_0425,25,Male,Graduate,Married,Business Owner,126866,655,152196,60,1,Semi-Urban,Rejected
LAPP_0426,42,Female,Undergraduate,Married,Business Owner,92295,616,284262,36,0,Urban,Rejected
LAPP_0427,49,Male,Undergraduate,Married,Self-Employed,33928,520,122353,84,2,Semi-Urban,Rejected
LAPP_0428,23,Male,Undergraduate,Single,Salaried,36628,528,47882,60,2,Rural,Rejected
LAPP_0429,32,Female,Postgraduate,Divorced,Self-Employed,71522,704,57098,24,2,Rural,Approved
LAPP_0430,46,Male,Postgraduate,Single,Salaried,68047,531,108751,60,0,Rural,Rejected
LAPP_0431,36,Female,Postgraduate,Married,Unemployed,26056,454,73021,24,1,Urban,Rejected
LAPP_0432,57,Male,Undergraduate,Married,Salaried,72626,613,129987,12,2,Urban,Rejected
LAPP_0433,42,Female,Graduate,Divorced,Salaried,74730,495,181004,36,0,Semi-Urban,Rejected
LAPP_0434,49,Male,Undergraduate,Divorced,Salaried,65792,566,204288,36,0,Semi-Urban,Rejected
LAPP_0435,34,Female,Graduate,Divorced,Self-Employed,59801,527,115396,36,2,Urban,Rejected
LAPP_0436,48,Male,Postgraduate,Single,Business Owner,140674,591,500000,36,2,Semi-Urban,Rejected
LAPP_0437,25,Male,Graduate,Married,Salaried,105979,643,163506,60,1,Rural,Approved
LAPP_0438,50,Male,Undergraduate,Single,Self-Employed,78295,657,307219,36,0,Rural,Rejected
LAPP_0439,25,Male,Graduate,Married,Self-Employed,107327,583,129930,36,1,Urban,Rejected
LAPP_0440,32,Male,Postgraduate,Married,Self-Employed,65770,610,58420,36,0,Semi-Urban,Rejected
LAPP_0441,36,Female,Postgraduate,Single,Salaried,120303,597,376296,36,1,Semi-Urban,Rejected
LAPP_0442,46,Male,Graduate,Married,Business Owner,78478,665,232144,24,1,Rural,Rejected
LAPP_0443,46,Female,Postgraduate,Married,Salaried,64341,523,214840,84,1,Semi-Urban,Rejected
LAPP_0444,41,Female,Graduate,Married,Self-Employed,111004,666,188991,36,2,Rural,Approved
LAPP_0445,59,Female,Undergraduate,Married,Salaried,76468,661,287353,36,2,Semi-Urban,Rejected
LAPP_0446,56,Male,Postgraduate,Single,Salaried,80614,809,74018,84,1,Rural,Approved
LAPP_0447,53,Male,Graduate,Married,Business Owner,158699,572,96166,84,0,Semi-Urban,Approved
LAPP_0448,50,Female,High School,Married,Salaried,31159,793,48357,24,0,Rural,Rejected
LAPP_0449,57,Female,Graduate,Married,Salaried,73640,694,242322,24,0,Rural,Rejected
LAPP_0450,43,Male,Graduate,Married,Self-Employed,80052,763,228583,60,1,Urban,Approved
LAPP_0451,30,Male,High School,Married,Salaried,39230,662,79508,84,3,Urban,Approved
LAPP_0452,25,Male,Graduate,Single,Salaried,79625,555,111227,36,1,Rural,Rejected
LAPP_0453,56,Female,High School,Married,Salaried,39040,665,27619,36,0,Urban,Approved
LAPP_0454,54,Male,High School,Single,Salaried,29371,563,49380,36,0,Semi-Urban,Rejected
LAPP_0455,51,Male,Graduate,Divorced,Salaried,63518,624,134027,24,0,Rural,Rejected
LAPP_0456,30,Female,Undergraduate,Single,Salaried,47660,521,138432,84,0,Rural,Rejected
LAPP_0457,39,Male,Graduate,Married,Business Owner,120028,612,331385,36,1,Urban,Rejected
LAPP_0458,52,Male,Graduate,Married,Salaried,56089,689,214019,84,0,Semi-Urban,Rejected
LAPP_0459,21,Female,Graduate,Single,Salaried,103525,665,88139,36,0,Semi-Urban,Approved
LAPP_0460,25,Female,Graduate,Single,Salaried,75572,690,126748,84,0,Urban,Approved
LAPP_0461,24,Male,Graduate,Single,Salaried,100197,536,218982,36,1,Rural,Rejected
LAPP_0462,36,Male,Graduate,Single,Self-Employed,113743,521,323875,60,1,Semi-Urban,Rejected
LAPP_0463,44,Male,High School,Divorced,Self-Employed,40860,687,91284,84,2,Rural,Approved
LAPP_0464,36,Male,Postgraduate,Divorced,Salaried,148461,746,500000,36,0,Urban,Approved
LAPP_0465,22,Female,Undergraduate,Single,Salaried,59612,619,156800,36,2,Semi-Urban,Rejected
LAPP_0466,48,Male,Undergraduate,Married,Salaried,39683,641,25350,24,1,Rural,Approved
LAPP_0467,52,Male,Postgraduate,Divorced,Self-Employed,146959,747,131939,36,0,Semi-Urban,Approved
LAPP_0468,47,Male,Graduate,Single,Salaried,107598,669,337560,60,0,Urban,Rejected
LAPP_0469,40,Female,Undergraduate,Married,Salaried,74288,666,223254,24,0,Rural,Rejected
LAPP_0470,44,Male,High School,Single,Salaried,36565,664,37926,60,1,Rural,Approved
LAPP_0471,32,Female,Graduate,Single,Self-Employed,90181,627,63684,36,0,Semi-Urban,Approved
LAPP_0472,55,Male,Undergraduate,Single,Business Owner,97761,632,246896,24,2,Semi-Urban,Rejected
LAPP_0473,53,Female,Postgraduate,Single,Business Owner,130702,703,356174,24,0,Urban,Rejected
LAPP_0474,53,Female,High School,Married,Salaried,32665,769,31800,36,1,Rural,Approved
LAPP_0475,63,Male,Undergraduate,Divorced,Salaried,53860,573,116211,24,0,Rural,Rejected
LAPP_0476,57,Male,Graduate,Single,Salaried,46627,593,73223,84,1,Urban,Approved
LAPP_0477,32,Male,Graduate,Single,Self-Employed,104414,520,392551,60,2,Urban,Rejected
LAPP_0478,23,Male,Graduate,Married,Unemployed,19796,610,25085,36,3,Rural,Approved
LAPP_0479,21,Male,Postgraduate,Married,Salaried,110089,601,337578,24,0,Urban,Rejected
LAPP_0480,53,Male,Graduate,Single,Salaried,114192,567,264179,36,0,Rural,Rejected
LAPP_0481,60,Male,Postgraduate,Married,Salaried,70715,638,38208,36,2,Rural,Approved
LAPP_0482,30,Female,Graduate,Married,Salaried,98260,742,226930,24,0,Rural,Rejected
LAPP_0483,63,Male,Graduate,Single,Salaried,54677,609,46374,36,1,Semi-Urban,Approved
LAPP_0484,64,Female,Undergraduate,Married,Salaried,50401,613,141461,60,3,Semi-Urban,Rejected
LAPP_0485,49,Male,Undergraduate,Married,Salaried,60481,728,149952,12,1,Urban,Rejected
LAPP_0486,33,Female,Graduate,Married,Salaried,98201,639,52684,36,0,Semi-Urban,Approved
LAPP_0487,32,Female,Graduate,Married,Self-Employed,45765,519,55669,84,2,Semi-Urban,Rejected
LAPP_0488,51,Male,Undergraduate,Single,Salaried,44399,666,142822,12,3,Semi-Urban,Rejected
LAPP_0489,22,Female,Graduate,Married,Salaried,83981,699,123049,60,2,Urban,Rejected
LAPP_0490,55,Male,Graduate,Married,Salaried,83600,632,187890,36,1,Urban,Rejected
LAPP_0491,43,Male,Postgraduate,Single,Business Owner,135575,682,215834,24,3,Urban,Rejected
LAPP_0492,37,Female,Undergraduate,Divorced,Self-Employed,58256,524,217023,12,3,Rural,Rejected
LAPP_0493,46,Male,Graduate,Single,Salaried,59069,563,140467,12,3,Semi-Urban,Rejected
LAPP_0494,28,Male,Postgraduate,Married,Salaried,76972,598,226036,24,1,Urban,Rejected
LAPP_0495,49,Female,High School,Married,Salaried,33355,614,26422,12,2,Semi-Urban,Rejected
LAPP_0496,46,Female,Undergraduate,Single,Self-Employed,65430,584,41952,36,1,Urban,Approved
LAPP_0497,30,Female,Undergraduate,Married,Self-Employed,37459,571,52716,12,0,Rural,Rejected
LAPP_0498,46,Male,Postgraduate,Single,Business Owner,164465,685,260178,36,1,Semi-Urban,Rejected
LAPP_0499,54,Female,High School,Married,Salaried,24927,537,72459,60,2,Urban,Rejected
LAPP_0500,61,Male,Postgraduate,Married,Unemployed,18719,589,46646,60,2,Urban,Rejected
LAPP_0501,27,Female,Graduate,Single,Unemployed,6525,654,11816,36,2,Rural,Approved
LAPP_0502,24,Female,Undergraduate,Single,Business Owner,95827,589,267300,84,0,Semi-Urban,Rejected
LAPP_0503,31,Female,Undergraduate,Single,Salaried,65681,552,70441,12,1,Urban,Rejected
LAPP_0504,49,Female,Graduate,Married,Salaried,84575,788,61081,24,1,Semi-Urban,Approved
LAPP_0505,56,Male,Graduate,Married,Salaried,95619,671,333783,24,2,Urban,Rejected
LAPP_0506,45,Female,Postgraduate,Single,Salaried,146986,626,363615,60,0,Urban,Rejected
